1124,28/4/2020,05:02:36,22.8,99.7,35.4,6.83213E-08,1.83149E-05,,0,0,0,0,0,0,0,0,0,372.198,179.841,868.071,503.936,649.472,472.282,988.869,953.361,1765.363,1478.896,1484.005,1435.677,1137.593,1852.141,2515.474,2326.111,2390.326,2324.237,2261.703,2322.49,2674.206,2105.792,2559.004,2406.826,2058.488,2765.394,1892.119,2126.398,2178.707,1876.281,2182.386,1735.267,2440.96,2411.477,2676.79,2566.893,2453.092,3264.728,2463.189,2157.056,2644.449,724.498,1839.308,1384.835,1770.4,1894.968,1956.261,1599.682,1454.014,1378.572,1921.395,2126.871,1775.874,1434.1,1474.792,846.49,1638.014,1705.924,1712.898,1712.546,1857.136,799.656,1346.938,1323.152,983.332,1128.536,996.069,1286.133,720.821,880.477,1019.459,666.408,971.419,530.43,535.417,694.93,626.714,791.033,401.424,407.518,82.332,418.08,169.883,258.931,263.175,88.69,90.186,91.734,93.338,284.999,0,0,99.735,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.34,0,10.02,9596.29,13.3,749.9,1,1.72,7.43,757.4,ON,66.541,92.763,71.208,71.05,2.035,2002.829,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
1125,28/4/2020,05:08:07,22.8,99.7,35.7,6.83213E-08,1.83149E-05,,0,0,0,0,0,0,0,0,192.807,0,0,847.29,188.085,811.84,1416.846,454.443,1178.446,1003.479,1522.453,2428.372,1174.645,2275.186,2592.997,1895.681,2811.588,2504.15,2877.627,2477.103,2341.097,2758.932,2005.517,2952.697,2791.066,2152.279,2857.574,2342.623,2082.26,1960.661,2046.852,2014.51,2148.434,2847.785,1923.266,2289.351,2566.893,2299.789,3340.637,2463.196,2008.758,2938.284,2825.543,1866.544,2035.969,1877.231,1841.418,1869.836,2017.001,1425.729,1682.444,1852.771,2058.263,1229.452,2185.292,1365.544,1638.336,1796.264,1138.284,1027.739,1781.055,1444.439,1352.184,1485.641,905.314,1264.284,1763.345,996.069,1214.671,1441.664,1381.767,1100.683,1258.779,1046.143,833.533,688.393,386.072,626.714,474.615,789.485,421.082,658.656,250.848,509.648,258.931,0,177.379,90.186,275.203,93.338,95,193.445,0,99.735,0,0,0,0,109.293,111.588,0,0,0,0,300,4,50,1,3,0.34,0,10.02,9596.29,13.3,749.9,1,1.72,7.43,757.4,ON,68.201,95.906,72.602,71.05,2.068,2173.412,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
1126,28/4/2020,05:13:36,22.8,99.7,36,6.83213E-08,1.83149E-05,,0,0,0,0,0,0,0,0,192.807,372.198,179.841,173.614,671.915,1136.576,314.855,757.404,883.835,716.77,1107.239,944.367,1957.742,2022.388,1358.237,2036.338,1744.583,2390.314,1992.203,2525.342,2064.071,2674.206,2607.182,2362.158,2209.364,1876.09,2212.315,1892.128,1860.598,1742.952,2083.093,1687.045,2683.586,2083.852,2194.844,3473.51,2566.893,2759.729,3188.794,3443.081,1557.086,2277.176,2326.285,2002.316,2072.321,2832.647,1544.048,1327.463,1877.888,1592.492,2136.786,1318.75,1220.001,2322.308,1499.724,1368.202,2116.184,1365.012,1160.028,1849.937,1712.546,1513.222,1588.519,2704.724,2019.547,1615.474,1058.003,1351.808,1357.574,792.904,581.796,1027.304,666.408,971.973,605.644,1070.834,540.501,548.375,237.307,468.347,665.593,246.996,501.696,254.824,172.621,263.175,177.379,0,91.734,0,95,0,97.902,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.34,0,10.02,9596.29,13.3,749.9,1,1.72,7.43,757.4,ON,70.951,96.094,74.861,63.78,2.013,2061.101,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
1127,28/4/2020,05:19:06,22.8,99.7,36.4,6.83213E-08,1.83149E-05,,0,0,0,231.456,0,0,207.249,199.768,0,372.198,0,173.614,503.936,162.368,157.427,605.923,1031.14,1146.833,830.429,1079.276,2349.29,2780.783,1728.665,2036.326,2281.614,1882.745,3634.865,2633.042,3858.749,2571.352,3008.275,2263.734,2689.643,2626.54,3042.76,2201.689,3061.62,2018.923,3141.346,2014.51,2037.904,2061.601,2724.627,2605.135,2566.893,3033.186,3069.8,2755.74,3350.209,2056.794,2390.844,2225.494,1429.18,1557.952,1684.416,1257.596,1251.925,1938.686,1516.429,1372.415,1715.213,2049.086,1707.254,1775.207,1570.079,1842.766,1774.161,1233.287,1233.033,1444.439,1657.585,1109.626,1462.438,1545.236,987.469,1067.217,857.415,648.739,1381.767,1027.315,1331.638,748.435,606.206,841.369,772.156,861.732,711.922,240.854,326.014,276.617,555.229,169.883,345.241,87.725,88.69,180.372,366.938,93.338,0,96.723,97.902,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.34,0,10.02,9596.29,13.3,749.9,1,1.72,7.43,757.4,ON,66.056,92.808,71.461,37.18,2.017,2160.988,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
1128,28/4/2020,05:24:36,22.8,99.7,36.8,6.83213E-08,1.83149E-05,,0,0,0,0,0,0,0,0,385.615,0,359.683,173.614,167.979,487.104,787.137,605.923,294.612,860.124,830.429,1888.734,1696.71,758.395,2469.521,2395.678,1511.972,2390.314,2656.299,3877.226,2428.069,2262.79,3008.275,2460.581,3073.878,2532.749,2304.495,2793.141,3056.859,2323.78,2885.489,2518.138,1900.53,3222.971,2755.82,2296.436,4239.051,2638.101,2277.699,2619.747,2446.85,3672.857,1593.896,1982.877,2814.015,2478.56,1684.416,1821.789,2011.763,2146.402,1861.082,1784.14,1921.039,1229.452,1843.834,2020.999,2101.893,1701.357,1820.66,1712.898,1644.055,1925.919,1657.606,1248.329,1576.844,1851.267,2116.005,924.921,1000.325,1441.643,1381.778,1100.683,740.454,298.898,1060.861,764.881,694.93,626.714,791.025,240.854,570.525,164.664,167.232,130.703,212.432,87.725,88.69,0,0,93.338,95,0,0,0,101.639,103.618,0,107.09,0,0,0,0,0,0,300,4,50,1,3,0.34,0,10.02,9596.29,13.3,749.9,1,1.72,7.43,757.4,ON,68.514,94.071,74.002,66.117,1.971,2247.767,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
1129,28/4/2020,05:30:06,22.8,99.7,37.1,6.83213E-08,1.83149E-05,,0,0,0,0,0,0,0,199.768,0,0,179.841,694.457,503.936,324.736,472.282,231.464,1100.667,1576.895,830.429,2158.553,1957.742,2148.787,2099.093,2395.678,2791.345,3318.916,2638.763,2800.22,3061.465,2262.79,3484.158,3722.229,3019.716,3846.002,2949.754,2522.825,2303.598,2541.822,2373.776,2266.324,2726.856,3222.967,3076.341,2684.078,2923.681,2714.752,3264.713,2020.939,2686.685,1890.735,1958.031,1938.334,1572.098,1557.952,2105.52,1886.394,1947.439,1938.703,1723.215,1235.174,1646.605,1570.966,1707.264,1570.375,1938.053,1223.603,1820.653,1233.287,1918.052,1375.656,1450.387,1803.142,2298.106,1123.808,1199.07,1280.66,1429.025,720.821,1163.593,1248.834,1109.275,672.521,681.982,841.369,308.858,548.375,237.307,321.139,244.511,411.66,418.08,84.941,345.241,0,0,180.372,91.734,93.338,95,96.723,0,0,101.639,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.34,0,10.02,9596.29,13.3,749.9,1,1.72,7.43,757.4,ON,63.017,89.427,69.568,44.508,1.988,2257.167,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
1130,28/4/2020,05:35:36,22.8,99.7,37.4,6.83213E-08,1.83149E-05,,519.036,249.826,0,0,0,0,0,0,0,186.099,179.841,347.228,503.936,649.472,629.709,605.923,1178.446,716.77,1660.858,1753.824,1696.71,2275.186,2346.045,2994.598,2558.722,2731.788,2988.305,3542.883,3091.071,2758.932,3309.102,2952.697,2401.477,4053.132,3392.293,2872.457,2092.093,2222.13,1705.71,3021.778,2065.794,2603.682,2243.81,2684.067,2800.247,2913.047,3264.725,3068.833,2019.362,2772.218,2465.18,2081.907,2715.442,1749.368,1635.076,2165.867,1947.439,1800.208,1601.478,2042.575,1509.388,2185.692,2117.005,1570.375,1391.941,1816.11,1501.213,1986.962,1575.543,1317.039,1232.981,1600.563,1526.572,1493.548,1533.116,1209.512,1214.671,864.997,945.419,1320.819,666.408,1195.592,985.085,784.511,752.336,705.053,395.512,401.424,326.014,576.324,334.464,254.824,431.552,350.9,88.69,180.372,0,0,0,96.723,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.34,0,10.02,9596.29,13.3,749.9,1,1.72,7.43,757.4,ON,65.67,91.066,70.263,44.508,2.021,2332.307,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
1131,28/4/2020,05:41:06,22.8,99.7,37.7,6.83213E-08,1.83149E-05,,0,0,0,0,223.092,0,207.249,0,0,186.099,539.524,520.843,503.936,324.736,787.137,605.923,1473.058,716.77,1937.688,1214.186,2093.339,2017.466,1728.665,2036.326,3605.472,2390.314,3320.35,3554.131,2850.34,3908.455,2707.447,3303.487,2635.457,3189.362,2396.698,3063.449,2835.197,3660.212,2984.993,3799.184,2705.213,2766.412,2644.503,3315.635,2534.757,3404.692,2809.162,2912.305,3195.125,2497.546,1666.353,2010.117,1929.393,1982.848,1614.232,1327.463,1391.028,2007.925,1654.286,1036.789,1570.52,1366.057,1365.803,1092.435,1706.607,1638.014,1253.557,1756.019,1507.051,1513.222,1519.453,1456.384,1462.431,1353.065,1109.915,1256.45,2024.949,1009.15,1672.665,808.561,1109.275,971.419,530.43,458.929,617.716,156.678,316.41,481.708,450.163,315.871,304.381,84.941,86.31,307.8,220.953,0,254.399,21.168,0,96.723,0,0,0,0,105.676,0,0,0,113.169,0,0,0,300,4,50,1,3,0.34,0,10.02,9596.29,13.3,749.9,1,1.72,7.43,757.4,ON,61.523,88.186,68.187,38.542,1.994,2315.2,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
1132,28/4/2020,05:46:36,22.8,99.7,37.9,6.83213E-08,1.83149E-05,,0,0,0,0,0,0,207.249,199.768,964.037,1488.793,1978.256,3645.898,3695.531,5850.494,5662.328,8634.455,8249.166,10178.261,10380.438,9983.347,10049.859,10431.483,12035.567,10280.65,10559.639,9718.702,9345.486,8353.444,7812.098,6068.406,5715.722,4921.172,4706.885,2907.939,3318.473,3954.453,3288.03,3311.608,3326.135,2853.89,3635.805,2359.587,2003.41,2605.147,2177.97,2989.706,2657.334,2694.585,2595.143,2056.794,2261.69,1994.515,2429.616,1557.959,2316.082,1816.528,1961.302,1717.169,1516.429,1166.553,1783.822,1297.761,1297.513,1092.435,1638.353,1911.023,1501.213,1986.969,822.022,1238.091,1519.453,1109.626,1532.07,1334.522,987.469,1280.66,1071.769,1297.479,1163.593,1467.577,518.318,523.072,606.206,611.905,308.858,391.696,949.23,321.139,326.014,576.324,167.232,254.824,517.862,87.725,177.379,180.372,0,93.338,95,96.723,195.804,0,101.639,207.235,0,0,0,0,0,0,0,0,300,4,50,1,3,0.34,0,10.02,9596.29,13.3,749.9,1,1.72,7.43,757.4,ON,34.976,59.984,44.585,29.961,1.978,4425.505,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
1133,28/4/2020,05:52:06,22.8,99.7,38.2,6.83213E-08,1.83149E-05,,0,0,0,0,0,0,0,0,192.807,0,359.683,1041.685,167.979,1136.576,2046.556,1211.847,1620.363,1290.187,1799.263,3237.829,2871.355,3159.98,2716.473,2994.598,4070.694,4001.863,3302.831,4092.621,4011.59,3971.473,3147.408,3752.699,3349.741,3658.394,3041.961,2522.825,2569.397,2963.018,1364.568,1930.581,1983.174,1952.774,2404.082,2289.351,2722.478,2683.081,1898.082,3293.389,1853.674,3232.112,2318.394,1237.738,1411.95,1041.208,1845.628,1397.329,1669.241,1869.454,965,1235.174,1577.996,1229.452,1158.274,1436.48,750.904,1979.267,1185.32,1550.471,1835.615,1252.1,1904.713,1624.345,1601.717,1123.808,1551.737,640.33,928.866,937.068,1018.144,807.167,666.408,448.347,681.982,994.345,772.144,1018.41,654.625,299.008,163.007,658.656,167.232,169.883,86.31,0,0,90.186,183.469,93.338,0,0,0,0,101.639,0,0,0,0,0,0,0,0,119.989,300,4,50,1,3,0.34,0,10.02,9596.29,13.3,749.9,1,1.72,7.43,757.4,ON,53.573,82.88,62.584,35.866,2.042,2349.452,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
1134,28/4/2020,05:57:36,22.8,99.7,38.4,6.83213E-08,1.83149E-05,,0,0,0,0,0,0,207.249,0,0,186.099,0,173.614,335.957,974.208,472.282,757.404,589.223,2867.082,1660.858,2563.281,1957.742,2148.799,2963.444,3593.517,2558.722,3870.05,2988.305,3219.793,3917.022,4691.442,4551.259,3740.098,2593.584,2814.134,3041.934,1982.22,2657.997,2527.28,3667.299,1846.635,2313.689,3824.158,3125.323,2217.493,3648.929,2189.936,2462.406,2020.939,2372.703,2791.363,2688.516,2863.802,2072.311,2407.744,1684.416,1262.847,912.804,1301.736,1033.929,823.449,686.085,1229.452,1365.81,1160.712,1118.896,1133.604,1637.687,1438.841,1301.535,1100.525,1450.387,1040.274,1740.989,1194.046,1199.07,1138.372,1000.318,1153.314,727.246,588.424,1109.275,597.796,833.533,688.393,617.716,391.696,316.41,481.708,205.652,368.582,334.464,169.883,258.931,438.625,0,90.186,91.734,93.338,95,96.723,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.34,0,10.02,9596.29,13.3,749.9,1,1.72,7.43,757.4,ON,57.394,83.001,63.952,38.542,1.983,2294.098,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
1135,28/4/2020,06:03:06,22.8,99.7,38.7,6.83213E-08,1.83149E-05,,0,0,0,0,0,0,0,0,192.807,0,0,173.614,671.915,974.208,629.709,302.962,736.529,1290.187,830.429,1618.915,1706.872,3023.739,2346.045,2395.678,2675.027,3660.401,2860.119,3877.205,3272.616,3291.33,4286.375,3131.68,4076.337,2251.308,4148.11,2923.286,2751.669,2657.842,2899.716,2434.2,2285.787,2956.632,2411.469,2604.92,2482.14,2419.913,2234.636,1871.24,2817.584,2056.794,2173.495,2153.697,2000.852,1841.216,1894.968,1606.929,1460.579,1869.447,1240.721,1029.312,1783.822,1570.966,1707.254,1297.267,1843.128,1160.26,2004.164,1756.025,1164.532,1110.691,956.717,901.571,766.035,842.856,1551.737,1469.9,881.729,1297.479,799.97,513.652,592.363,747.245,530.43,535.417,617.716,470.035,316.41,321.139,244.511,164.664,167.232,339.765,258.931,87.725,88.69,0,183.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.34,0,10.02,9596.29,13.3,749.9,1,1.72,7.43,757.4,ON,58.211,82.976,65.328,39.954,1.939,2196.073,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
1136,28/4/2020,06:08:36,22.7,99.7,38.9,6.8292E-08,1.83102E-05,,0,0,0,0,0,0,0,0,0,0,179.832,347.211,0,324.719,314.839,757.366,883.789,573.387,553.591,1888.637,1044.075,1643.105,2222.455,1437.333,2209.692,2652.988,3175.308,3188.556,3208.314,3085.463,3308.932,3838.308,4034.271,3095.388,2857.426,4234.532,3162.251,2641.027,1790.916,3105.559,3293.804,3102.865,2403.957,2762.878,2333.418,2912.903,2581.257,2179.348,2512.131,2497.404,2871.473,2107.932,2286.567,1274.621,1333.426,1606.844,1530.061,1800.113,1585.274,960.64,1742.083,1475.743,1434.017,1092.384,1228.687,1228.445,1228.2,1233.221,958.975,1650.7,621.561,1386.959,1253.445,1053.514,987.416,924.872,1143.159,530.67,716.819,1157.895,450.597,666.078,757.717,1070.776,308.841,548.345,422.835,293.37,407.496,823.277,501.669,169.874,86.306,87.72,443.424,0,0,0,94.995,0,97.897,0,0,0,0,0,0,0,0,0,117.329,0,300,4,50,1,3,0.34,0,10.02,9594.47,13.3,749.9,1,1.72,7.43,757.3,ON,60.364,87.649,68.504,47.829,1.943,2126.461,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
1137,28/4/2020,06:14:06,22.7,99.8,39,6.82235E-08,1.83102E-05,,0,0,0,0,0,0,0,0,192.774,0,179.811,0,503.85,162.34,314.801,1060.185,1030.964,1433.296,1245.431,1213.978,1696.419,1137.398,1851.824,3233.611,3268.153,3174.666,2987.792,3551.28,3667.033,3010.875,3709.568,3247.418,2785.251,2983.943,2597.588,4594.362,3290.01,2863.21,3410.839,2769.473,2230.671,3544.733,3158.961,3060.539,2583.908,2835.91,3567.793,2918.636,2594.691,2619.927,1689.803,2225.097,2000.501,2053.304,1333.262,2148.471,2033.568,2007.579,1447.245,1166.348,1097.543,1502.405,1297.284,1448.057,1418.803,1160.054,1091.598,1027.557,958.856,1375.412,1173.921,2149.525,1114.035,912.932,1269.377,859.925,922.371,576.555,872.54,807.024,666.297,672.401,378.812,1035.571,498.618,1096.563,553.619,401.352,570.424,411.587,83.601,679.411,345.18,87.71,266.022,180.34,183.437,0,94.983,0,97.885,199.435,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.34,0,10.03,9596.08,13.3,749.9,1,1.72,7.43,757.4,ON,60.454,87.549,67.749,47.829,1.968,2280.127,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
1138,28/4/2020,06:19:36,22.7,99.7,39.1,6.8292E-08,1.83102E-05,,0,0,0,0,0,0,0,0,192.797,0,179.832,347.211,503.91,162.36,629.677,1514.731,441.895,1576.814,905.196,1411.009,2349.17,1390.32,1481.637,2754.888,3023.789,3528.377,2766.807,3230.865,2639.058,3679.96,2629.067,3247.799,3169.787,3095.388,2580.901,3784.051,3135.071,2406.345,2473.152,3693.077,2644.087,3173.072,2884.765,2391.491,2777.123,3372.837,2581.265,2694.452,2257.223,2464.781,1376.474,1507.508,1857.858,1622.324,2322.266,1397.256,904.121,830.822,1171.724,1303.726,1577.913,1685.59,1534.324,1218.8,1501.728,1637.927,1569.366,1212.797,1321.886,894.129,1588.442,1040.219,1377.91,857.746,846.357,1138.311,1325.517,1185.52,1454.414,1027.249,962.539,896.646,454.63,535.388,540.472,783.351,474.59,321.122,407.496,246.983,334.446,339.747,172.611,263.161,177.37,90.181,0,0,284.984,0,0,99.73,0,103.612,0,0,0,0,0,0,0,0,300,4,50,1,3,0.34,0,10.02,9594.47,13.3,749.9,1,1.72,7.43,757.3,ON,59.921,88.039,67.822,47.829,1.992,2186.646,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
1139,28/4/2020,06:25:06,22.7,99.7,39.2,6.8292E-08,1.83102E-05,,0,0,0,0,0,0,0,0,1156.785,558.269,899.162,1041.632,1511.731,811.798,2518.709,908.839,1178.386,1720.161,1660.773,2428.247,1979.239,2633.344,3580.64,2036.222,2414.791,2758.571,2988.151,4803.986,3419.438,2571.219,3910.581,3714.241,3505.496,2885.788,3594.827,4414.724,2657.873,2962.864,2899.557,2434.074,2809.354,3010.35,3445.672,2447.122,2722.321,2759.585,2429.419,2619.613,2224.292,2070.168,2377.421,2368.942,2572.396,1487.058,1715.415,896.806,1580.149,830.822,1063.679,1548.522,1097.689,1365.995,887.725,1160.658,955.645,1296.692,1364.667,1233.228,1232.975,1375.583,966.88,832.175,890.459,1068.448,1199.006,1209.448,1071.712,864.947,654.486,880.499,1036.58,1120.808,303.087,458.904,540.472,156.67,316.393,321.122,244.498,164.655,83.611,254.81,0,175.441,177.37,0,0,0,0,96.718,0,0,0,0,105.67,107.085,0,0,0,0,0,0,300,4,50,1,3,0.34,0,10.02,9594.47,13.3,749.9,1,1.72,7.43,757.3,ON,53.118,77.194,59.591,35.866,1.979,2325.188,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
1140,28/4/2020,06:30:36,22.7,99.7,39.3,6.8292E-08,1.83102E-05,,0,0,0,0,0,0,0,0,0,186.09,0,520.816,167.97,487.079,1101.935,302.946,441.895,1146.774,1107.182,2023.539,783.057,1473.649,1523.704,3233.999,2996.301,2530.922,3320.168,2973.167,3419.438,3805.42,3609.744,2558.882,3118.788,4270.8,3704.915,3496.257,3455.217,2352.863,3155.413,2769.816,2809.333,3239.283,2739.406,3631.195,2333.433,2146.344,2581.257,2095.679,1482.861,2423.951,2318.283,2368.942,1786.381,1982.751,1473.786,1346.93,1162.862,1176.997,896.024,960.64,1029.073,1639.196,1707.163,1077.611,902.148,1023.704,1159.973,1644.295,1369.964,1238.025,1726.559,1109.574,835.637,1404.685,634.768,498.008,1071.712,1369.488,436.324,440.25,370.207,971.367,530.402,611.872,386.052,705.016,474.59,240.841,81.499,246.983,501.669,0,86.306,0,177.37,0,0,0,94.995,0,97.897,0,0,0,0,0,109.287,0,0,0,0,0,300,4,50,1,3,0.34,0,10.02,9594.47,13.3,749.9,1,1.72,7.43,757.3,ON,57.315,82.04,64.807,44.508,1.914,2109.369,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
1141,28/4/2020,06:36:06,22.7,99.7,39.5,6.8292E-08,1.83102E-05,,0,249.813,0,0,0,0,0,0,192.797,0,0,347.211,1007.821,162.36,0,605.892,294.596,430.04,415.193,1275.709,2159.081,1263.927,2222.455,2275.777,2791.189,2880.625,2843.291,4050.134,3630.563,3599.707,4712.751,2657.3,2977.68,3564.4,3336.215,2775.474,3189.445,2875.734,3208.4,3221.248,3800.879,2359.464,4407.275,2841.817,2644.54,2989.558,3416.37,2095.679,2298.435,2277.045,2558.657,1771.824,2408.013,2004.016,1855.783,1226.583,1043.216,761.586,1792.049,1372.343,1372.098,1775.78,819.438,1365.471,1267.646,1803.717,1159.967,1233.221,1027.473,708.896,1360.066,1317.611,1099.366,1700.563,1128.476,1209.448,1143.159,1513.644,581.765,1247.374,672.721,890.24,757.717,305.936,463.262,548.345,818.326,534.211,325.997,411.638,167.223,169.874,258.917,87.72,88.685,90.181,91.73,0,0,0,97.897,0,0,103.612,0,0,0,0,0,0,117.329,0,300,4,50,1,3,0.34,0,10.02,9594.47,13.3,749.9,1,1.72,7.43,757.3,ON,60.496,86.835,67.899,39.954,1.944,2234.042,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
1142,28/4/2020,06:41:36,22.7,99.8,39.5,6.82235E-08,1.83102E-05,,0,0,0,0,0,0,0,0,192.774,372.135,359.622,347.169,167.95,324.68,314.801,1817.46,1178.245,1433.296,1245.431,1213.978,1957.407,2401.174,1851.824,2634.812,3139.711,3072.734,3209.11,3015.086,2849.855,4010.619,3910.1,4034.658,3649.601,3376.389,2914.865,4537.904,4074.932,2004.061,3240.289,3189.09,3883.032,3579.442,3987.945,4043.306,2955.303,3315.725,3016.647,2694.116,1927.485,2913.703,1762.23,2368.652,1786.162,1911.697,1684.127,1536.792,1529.862,1869.118,1033.747,1440.782,1361.216,1239.899,1365.562,1228.772,1228.535,1364.77,1228.048,1656.921,1836.395,1353.24,1058.07,693.393,1392.544,912.932,1128.335,711.351,1274.459,1308.784,1163.386,733.658,888.387,971.246,757.623,382.373,926.409,313.301,237.265,321.082,570.424,164.635,250.803,169.853,258.885,87.71,88.674,0,91.718,0,0,0,0,0,0,0,105.658,0,0,0,0,0,0,0,300,4,50,1,3,0.34,0,10.03,9596.08,13.3,749.9,1,1.72,7.43,757.4,ON,58.381,82.187,64.816,47.829,1.925,2376.687,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
1143,28/4/2020,06:47:06,22.7,99.7,39.6,6.8292E-08,1.83102E-05,,0,0,0,0,0,0,0,199.757,385.595,558.269,0,520.816,167.97,649.438,787.097,302.946,1178.386,1146.774,1245.58,1349.026,2610.188,1643.118,1605.106,1796.666,2674.89,2731.647,2877.479,3296.261,3419.438,3291.171,4395.352,3559.329,3169.773,4690.019,4055.702,3177.352,4379.002,3512.457,2611.432,4015.325,2925.225,3916.461,2964.897,3236.512,2566.76,3526.151,2581.28,3068.673,1845.294,2872.875,2100.935,1579.295,2765.3,1791.579,1193.065,1257.53,1043.216,1315.468,1585.274,1852.663,1372.098,1024.489,1024.298,682.736,1092.166,1739.956,1194.425,890.66,1575.469,1100.466,1381.248,1872.401,1114.181,1615.388,987.416,640.296,785.922,864.94,1236.252,660.374,814.456,448.323,985.032,917.816,617.683,548.345,553.688,481.683,81.499,329.311,83.611,339.747,431.529,87.72,177.37,0,183.459,93.333,379.979,0,97.897,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.34,0,10.02,9594.47,13.3,749.9,1,1.72,7.43,757.3,ON,57.825,84.523,65.678,44.508,1.955,2320.304,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
1144,28/4/2020,06:52:36,22.7,99.7,39.8,6.8292E-08,1.83102E-05,,0,0,0,0,0,0,0,0,385.595,186.09,0,347.211,503.91,974.158,787.097,1666.204,883.789,1290.121,1245.58,1618.831,1696.623,2148.695,2707.626,2763.336,3023.789,3642.196,2213.445,3619.334,3841.703,4811.296,4225.132,4338.561,4248.893,3391.429,3190.16,3784.064,4075.393,4792.882,4008.211,4700.297,4296.64,3890.177,3620.873,3891.341,3554.929,3602.791,3357.327,4623.809,3781.323,2864.677,2680.51,1938.225,2265.102,2074.835,1894.868,1467.118,1599.598,1800.113,1516.359,1509.577,1715.122,1775.78,1638.894,1365.478,1433.468,1228.445,955.267,1370.253,1161.737,896.873,966.873,848.013,1167.905,842.811,846.357,1052.113,1158.285,937.018,1252.219,937.763,1110.622,597.764,1288.119,611.872,308.841,470.01,316.393,481.683,325.997,246.983,418.057,339.747,258.917,0,0,180.362,91.73,93.333,94.995,0,0,0,0,103.612,0,0,0,0,0,0,0,0,300,4,50,1,3,0.34,0,10.02,9594.47,13.3,749.9,1,1.72,7.43,757.3,ON,57.684,80.527,63.946,38.542,1.895,2628.618,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
1145,28/4/2020,06:58:06,22.7,99.7,39.9,6.8292E-08,1.83102E-05,,0,0,0,0,0,0,0,399.515,0,186.09,179.832,1215.237,671.88,162.36,787.097,605.892,1325.684,1003.427,968.784,809.416,1435.623,2022.284,2954.565,1326.003,3256.388,3300.74,3430.84,3553.943,3800.243,3702.556,4411.959,3641.482,5571.144,2850.613,2747.175,3102.816,3610.56,4846.349,4178.812,3105.542,3376.432,4226.75,3220.198,3315.447,2877.882,3066.217,3129.584,2902.351,2224.292,2791.217,2535.611,1722.867,2286.567,1911.931,1614.154,908.216,1390.955,1384.703,827.099,1166.491,1646.517,1024.489,1297.444,1160.651,1433.468,1296.692,1159.967,870.236,705.402,1306.804,1174.06,693.479,1044.538,1334.461,493.708,1336.689,1126.286,753.05,799.927,513.625,296.166,523.044,303.087,917.808,463.262,548.345,316.393,401.402,81.499,692.818,299.717,169.874,431.529,175.441,0,90.181,91.73,186.666,94.995,0,0,0,0,0,0,0,109.287,0,0,0,0,0,300,4,50,1,3,0.34,0,10.02,9594.47,13.3,749.9,1,1.72,7.43,757.3,ON,55.948,79.876,62.888,42.935,1.907,2334.509,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
